,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
395,I will never fly Lufthansa Buisiness or any other class again,I will never fly this airline again. We had a short flight from Paris to Frankfurt...this flight was not bad but the seating was small and accommodations poor. The business class lounges in both Paris and Frankfurt were sparse and limited with rude staff...cannot compare with‚, Jun 2019,19-Jun,"Bradenton, Florida",Paris - Tampa,Business Class,6,1
396,Great Crew,As usual a great experience on Lufthansa. Thx to the charming Crew to San Francisco‚Äôs!  Looking forward to my next Trip. , Jun 2019,19-Jun,"Cologne, Germany",Frankfurt - San Francisco,Business Class,6,5
397,Businesstrip to San Fransisco,Great flight and good service. The meals was also great. I was suprised that the entertainmentsystem provided a lot of new movies., Jun 2019,19-Feb,"Sundsvall, Sweden",Stockholm - San Francisco,Economy,19,5
398,European Businessclass  standard,"Lufthansas businessclass in europe is really not worth the extra cost, especially if you compare it too SAS Economy Plus. Only additional benefit is next seat empty. Food is really a desaster.", Jun 2019,19-Jun,"Stockholm, Sweden",Stockholm - Frankfurt,Business Class,128,3
399,Business Class nach S√ºdafrika,The advantage is that it is a direct flight from Frankfurt to Johannesburg without stopover in any other country.  Booking Business Class gives  time for relax and best service., Jun 2019,19-Feb,"Graz, Austria",Frankfurt - Johannesburg,Business Class,48,4
400,The best airline,Clean aircraft. Service was consistent throughout the flight. The attendants are always kind and in good spirits., Jun 2019,19-Apr,,Denver - Munich,Economy,5,5
401,Extremely Tight Connection,"I flew on Lufthansa Flight # 243 from Rome to Frankfurt, with a connection on Lufthansa Flight # 440 to Houston.  There is one hour between the arrival time of LH 243 and the departure time of LH 440.  Given that you must pass through passport control and that there is quite a‚", Jun 2019,19-Jun,"Houston, Texas",Rome - Houston,Economy,16,3
402,Excellent Premium Economy Service,"The superb quality of the flight attendant's service  as well as the food and the seat comfort exceeded the service provided by other airlines.  For future transatlantic flights, I will look to Lufthansa first for flight options.   However, check-in at Frankfurt airport was‚", Jun 2019,19-Jun,"Halifax, Canada",Frankfurt - Montreal,Premium Economy,23,5
403,Short flight,"Short flight so not on the plane for too long, check in and security at Dusseldorf really quick and hassle free, didnt wait that long for our bags at Munich.", Jun 2019,19-Jun,"Liverpool, United Kingdom",D√ºsseldorf - Munich,Economy,14,4
404,A tight squeeze!,We flew from Vilnius on the 4th June 2019 to Frankfurt. The flight was full - so much so that several people could not find space in the overhead bins for their carry on luggage - it was all a bit of a scum and the crew were battling to sort things out. But once we were on our‚, Jun 2019,19-Jun,"Turramurra, Australia",Vilnius - Frankfurt,Economy,123,4
405,Lufthansa one of the good options to choose but not ultimate options,"Lufthansa worlds most recognised airline from europe. Airline is no 2 in terms of connecting number of airports. So there is good options. Aircraft A380 was definitely was in perfect conditions. But if i compare hospitality in terms of singapore air , i will opt for singapore‚", Jun 2019,19-Jun,,Singapore - Linz,Economy,8,4
406,Amazing service,"My husband and I took an international flight on Lufthansa Airlines from Munich to Chicago. This was my first time using this airline and I was impressed. Flight was on time, flight attendants were courteous, professional, and attentive. In flight meal was very good with‚", Jun 2019,NA,"Chicago, Illinois",Munich - Chicago,Economy,3,5
407,Times have changed...,"Great flight. Friendly flight attendants and relaxed environment. I like how they‚Äôre not so uptight about passengers drinking a few beers. Some airlines look at you cross-eyed if you drink too much... I mean, what else is there to do when you‚Äôre on a 11 hour flight and you can‚Äôt‚", Jun 2019,18-Sep,"Morgan Hill, California",San Francisco - Munich,Economy,4,5
408,Wonderful staff and service!,"We had a great flight! We flew overnight and did not expect the complimentary meals and drinks, they were such a nice surprise! And actually quite good for plane food.  Attendants were courteous and very helpful, and came around with blankets and pillows early in the flight, hot‚", Jun 2019,19-Apr,,Montreal - Munich,Economy,15,5
409,Always Lufthansa!,"Nothing to say but Lufthansa is the best airways company i ever flied with. They solved problems when you have and they are so careful and cute, whatever is your class of journey.", Jun 2019,19-May,"Naples, Italy",Naples - Beijing,Economy,34,5
410,No leg room,Legroom terrible if seat in front tilted  back no room at all films older than me and I 66 food ok just wont fly with them again, Jun 2019,19-May,,Bangkok - Dublin,Economy,4,3
411,Professionaland very Courteous!,"I‚Äôve come to expect, much lower standards in  air travel especially international. But I‚Äôll tell you Lufthansa airlines was the bedt from start to finish.   Nice staff, clean airplane ,good food just very professional company.  Thank you ,,, Yes I‚Äôll be back", Jun 2019,19-May,,Detroit - Tirana,Economy,39,5
412,Excellent Service,So happy about the direct service from San Diego to Frankfurt and return - makes the connections so much easier since Frankfurt is a great hub and a fairly easy airport to get around.  We have flown both economy and business class for our trips and the service is great in both‚, Jun 2019,19-Jun,"San Diego, California",Frankfurt - San Diego,Business Class,46,5
413,Double standard,"This is on behalf of my 75+ yrs old parents on their previous trip from Tehran to Toronto on June 7 2019. They were shocked with the passengers were treated on their flight from Tehran to Frankfurt. From wheelchair transfer to security checks and cabin crew, they said they were‚", Jun 2019,19-Jun,"Toronto, Canada",Tehran - Frankfurt,Economy,2,1
414,Nightmare Entry Back Into USA!!,"Not Lufthansa‚Äôs fault, but I couldn‚Äôt figure out another way to review IAD. I‚Äôve traveled through many airports in the world, including Paris‚Äôs Charles De Gaulle, which is notoriously bad, but I‚Äôd say the entry back to the US in IAD has to be the most disorganized and‚", Jun 2019,19-Jun,Arizona,Frankfurt - Washington DC,Business Class,15,3
415,Horrendous customer service at check in.,I travelled Business Class from Hamburg to Dublin via Frankfurt.  I have never encountered the rudeness exhibited by the Luftansa check in agents in Hamburg in my life.  This is the first time I have been yelled at during check in.  I would have preferred not to have a broken‚, Jun 2019,19-Jun,"Sydney, Canada",Hamburg - Frankfurt,Business Class,"1,103",1
416,Customer Service Training Needed,"I won‚Äôt disclose all facts and in no way intend to disparage Lufthansa. I do think I will send them my Senator Card back, and I won‚Äôt make an effort to use the airline. The flight attendant and pilot teams are second to none and LH offers a class act experience. But today I had‚", Jun 2019,19-Jun,"Boston, Massachusetts",Munich - Boston,Business Class,10,1
417,Is this Business??,"Look at at this photo, what is wrong here? Economy seats. But wait... I paid for business... If you want to to fly business don't do it with Lufthansa", Jun 2019,19-Jun,"Tel Aviv, Israel",Munich - Tel Aviv,Business Class,10,1
418,Reliable,Lufthansa is a reliable airline  with good service . It¬¥s a short and comfortable flight from Gothenburg to Frankfurt and the pilot did a brilliant job to fly in the delayed time., Jun 2019,19-May,"Falkenberg, Sweden",Gothenburg - Frankfurt,Economy,46,4
419,Mixed,"Airline overbooked so surprise business class going over. Very clean aircraft, attentive service, stark decor, I like the side by side seating for chatting, but squished feet in lie flat. Food merely good.  Return airline overbooked, and chaos, premium economy fare and they put‚", Jun 2019,19-Jun,"Chester, Canada",Montreal - Munich,Premium Economy,33,4
420,Love this airline,For the last 8 years our group has been traveling to Lourdes France with approximately 15 special needs children. We always use this airline as the flight crew is very accommodating for our group. Great flight crew who are always very helpful., May 2019,19-Apr,"Cresskill, New Jersey",New York City - Toulouse,Economy,341,5
421,747-8 Top Deck,"Pay attention to this aircraft, it's not just a 747 it is the last of the great 747s that will ever be built.  The dash 8, was smooth, quiet and very comfortable.  Cleanliness and well appointed top deck.  Attendants were very nice, attentive and professional.  The subtle‚", May 2019,18-Sep,,Frankfurt - Chicago,Business Class,40,4
422,Holiday,"Great service both flights between Frankfurt and  Poznan then Poznan Munich - Rome - Poznan - JNB   Very professional cabin staff.   Left late due to poor weather in Rome, so we nearly missed our connection to Poznan.  We were landing when our flight was boarding in another‚", May 2019,19-May,"Johannesburg, South Africa",Frankfurt - Poznan,Business Class,29,5
423,Ruthless Treatment of Injured Senior by Lufthansa,"My husband and I are seniors, both in our 70s, who travel regularly.  In this year's trip to Portugal, we made two serious mistakes:  the first was that we booked flights with Lufthansa, and the second was,  through a moment's inattention, I fell and fractured my foot while in‚", May 2019,19-Apr,"Ottawa, Canada",Porto - Ottawa,Business Class,3,1
424,Business Trip,I flew on a business trip from South Africa to Germany. The seats were comfortable and the service was exceptional. My only complaint was that we flew on the Boeing 747 and there were not enough toilets for business class and certainly was an issue on a long haul flight., May 2019,19-Apr,"Harare, Zimbabwe",Johannesburg - Frankfurt,Business Class,147,4
425,Nice flights (return included),Airline automatically provides close seats for a family group even when checking in on line and this is a plus. Nice personnel with the only exception of a ground attendant in Manchester airport on our return flight. Hand bags well accepted. Snacks for kids might be improved, May 2019,19-Apr,,Milan - Manchester,Economy,53,4
426,Excelent customer care,"We had a flight delay of 10 hours, but we were well taking care. First they informed us of the delay earlier enough so we could re arrange our arrival time. Second they provided transportation accommodation and all services necessary. The Lufthansa personnel in Paris (where we‚", May 2019,19-Apr,,Frankfurt - Rio de Janeiro,Economy,4,5
427,"Safe Airline, Good  Hospitality","i had trips from Tehran To Mexico City and return, two times. reception in airport was good, also airplane was safe and during flight stewardess has very good hospitality.", May 2019,18-Jun,"Tehran Province, Iran",Tehran - Mexico City,Economy,6,5
428,"Ok, but",We had a direct flight from Munich to Dulles.  We were in the second row of the economy section.  The couple in front of us decided to fully recline their seat  the entire time even though there was extra room in front of them! They even reclined it during meal service.  We had‚, May 2019,19-Apr,,Munich - Washington DC,Economy,14,2
429,Comfortable flight,Excellent inflight service.luggage got delayed for three days.On reporting delayed luggage at Delhi airport Lufthansa employe provided cash money to buy urgent needs.On return flight back home at Newark airport one of our bag received in a badly damaged condition.Matter was‚, May 2019,19-Mar,,Newark - New Delhi,Economy,10,4
430,Fabulous crew,"The crew were very friendly, very attentive, and very efficient. The dinner was delicious, the breakfast was passable.", May 2019,19-Apr,"Kennewick, Washington",Denver - Frankfurt,Economy,20,5
431,Really good,"We use Lufthansa to connect for northern Greece. As terrific as Lufthansa is, the Munich terminal is even better. Sometimes on longer stopovers we walk the terminal for exercise,  find different restaurants or food. Service on the airline and terminals is precise excellent which‚", May 2019,18-Aug,,Charlotte - Thessaloniki,Economy,7,4
432,Gracious employees and very helpful,Very happy with our flight and service.  Very helpful staff and very efficient.  Wish there were more legroom., May 2019,19-Apr,,Frankfurt - Budapest,Economy,71,5
433,Wonderful plane and service,"We had a wonderful trip, Lufthansa was great and the personal  was even better.  Very nice service.  I will flight again on Lufthansa. Fairly new plane, wonderful food and very clean.  ", May 2019,19-Apr,"Denver, North Carolina",Charlotte - Munich,Economy,22,5
434,Check-in was a nightmare...,The check-in supervisor on duty on that day was just plain rude! Had this weird look on allowing us to enter the business class check-in line... Delayed our boarding process by 20 minutes because of needing to triple check if were actually on business class! LOL!  The flight‚, May 2019,18-Jun,Kuala Lumpur,Manchester - Frankfurt,Business Class,21,4
435,Nightmare flight,Lufthansa cancelled our nonstop from Denver to Frankfurt due to weather which caused me to sit on the phone for 5 hours the night before trying to rebook. They kept disconnecting me and were very rude. We were rerouted through Toronto on Air Canada in economy class. We paid for‚, May 2019,19-Apr,"Denver, Colorado",Denver - Lisbon,Business Class,32,1
436,Excellent service in every respect,Really surprised the meal was probably the best Business Class breakfast I have ever had. The Service was excellent  I will consider  Lufthansa in future. ( I make about a dozen Business class flights each year), May 2019,19-Apr,"London, United Kingdom",London - Stuttgart,Business Class,93,5
437,very nice flight,"we never flew Premium Economy before; normally we fly business, but there was no room anymore on this flight, so we chose Premium Economy. I think this plane had only 3 rows of business, which were booked. I was impressed about the comfort of Premium Economy. It's not a business‚", May 2019,19-Apr,"University Park, Florida",Frankfurt - Tampa,Premium Economy,33,5
438,Proffesional and Efficient. Enjoyed their care so much!,"Caring, Professional and efficiant~ things you want when you are flying these days ~ roomy and comfortable seats and leg room. Food was good and being a vegan they responded with an excellent meal ~ obviously noted a few days before. I was totally satisfied with their excellent‚", May 2019,19-Apr,"Montagu, South Africa",Birmingham - Cape Town Central,Economy,81,5
439,Close to perfection,"Perfectly on time, nice lounge accommodation, very good communication by staff and the captain. Just the food was not really my taste, but that might be a personal matter :-)", May 2019,19-May,"Sint-Amands, Belgium",Brussels - New York City,Business Class,523,5
440,Punctual and efficient,"Very central European hub for connecting to other cities. Always punctual and on time, delays are very rare, and cabin crew are friendly and courteous.", May 2019,19-Apr,"Kuwait City, Kuwait",Kuwait City - Zurich,Business Class,27,5
441,Everything about our flight changed and we were not even notified,"We are due to fly with Lufthansa in about 4 weeks. We chose to fly premium economy as it is a long flight. Tickets booked and seats chosen on 1st January. We discover by chance Lufthansa changed the aircraft, the operator, the time and the seats and they did not notify us! 5‚", May 2019,NA,,Bangkok - Luxembourg,Premium Economy,2,1
442,Smooth and comfy,"Flew from Milano to Tokyo via Frankfurt then back from Osaka to Milano via Munich. Flying with Lufthansa the trip was comfortable and timely, the transfers allowed for the right amount of time without having to run from one terminal to the other. Onboard service was good but has‚", May 2019,NA,"Milan, Italy",Milan - Tokyo,Premium Economy,164,4
443,I like Lufthansa,"I flew with Lufthansa 3rd time and I was satisfied. They offer mobile app, where you are notified about every action, about changes, etc., I appreciate it. Services, meal and everything was managed correctly by the staff. They smiled, they were nice, I was happy. I can recommend‚", May 2019,19-May,"Bratislava, Slovakia",Vienna - Orlando,Economy,149,4
444,LH956,"We flew back from FRA to BHX on a Monday afternoon, the flight was on time leaving and arriving and took 1hr 15mins. Although the short flight there was still enough time for a snack and a drink. Another great Lufthansa flight.", May 2019,NA,"Walsall, United Kingdom",Frankfurt - Birmingham,Economy,"2,162",5
445,LH1445,"We flew from DME to MUC on a Monday afternoon the flight was delayed due to the plane arriving late from its previous flight. The flight took 2hrs 50mins and was smooth and comfortable, the food on board was very tasty.", May 2019,NA,"Walsall, United Kingdom",Moscow - Munich,Economy,"2,162",5
446,LH2528,"We flew from MUC to DME on a Friday morning, the flight time was 2hrs 30mins we left and arrived on time. The cabin crew were friendly and the in flight meal of pesto pasta was very tasty, another great flight with Lufthansa.", May 2019,NA,"Walsall, United Kingdom",Munich - Moscow,Economy,"2,162",5
447,LH2513,"We flew from BHX to MUC with Lufthansa for our first leg of our trip to Moscow, as always with Lufthansa even on a short flight there was a free snack and a drink. The flight was slightly delayed due to heavy traffic at BHX nothing Lufthansa could do.", May 2019,NA,"Walsall, United Kingdom",Birmingham - Munich,Economy,"2,162",5
448,Comfortable flight,We had a layover in Frankfurt and there was a bit of delay in connecting to our final destination due to correcting a mechanical problem.  I didn't mind the delay as I rather have them make sure the plane is in excellent condition to fly than risking a potential disaster. ‚, May 2019,19-Apr,,Los Angeles - Istanbul,Economy,46,5
449,Chaotic Pre-boarding,"There was no systematic way to load passengers. They started with First & Business Class, then everyone was allowed to board. The surprise of the day was we were loaded on buses and taken to the tarmac. It was raining during boarding and passengers had to walk from the bus to‚", May 2019,19-May,"San Diego, California",Frankfurt - San Diego,Economy,"1,144",2
450,Better not to complain,"Initially not booked on Lufthansa for our return flight from India. But due to unknown reasons, Swiss tranferred our booking to Lufthansa. Annoyed by this last minute change but as the aircraft was a new A350-900, we thought it could be good ! In fact the experience has been a‚", May 2019,19-May,"Toulouse, France",New Delhi - Munich,Business Class,180,2
451,My new favourite,"Good service, comfortable cabin and seats, professional staff, on-time arrival, good food and adequate legroom.", May 2019,19-Feb,,London - Athens,Economy,68,4
452,"Easy Connection, Perfect Lay Over",The flights were comfortable and pleasant with no problems.  Good lay-over timing helped as I have had to RUN through the Frankfort airport before because of distance between my connecting flights.  The plane we traveled home in actually had the restrooms on a lower level which‚, May 2019,19-Apr,"Detroit, Michigan",Detroit - Venice,Economy,202,4
453,Exelent service.,"My mother, who is 85 years old and doesn't speak any English or German, booked the flight with Lufthansa with ""special assistance"". She was impressed about the quality of services in Toronto airport, during the flight and in Munich airport, where she had to stay 5 hours between‚", May 2019,19-Apr,,Toronto - Sibiu,Economy,1,5
454,Flight was alright,My first flight with Lufthansa and it was alright. Compared to the other airlines with which I flew up to now - the service is correct but not very friendly., May 2019,19-May,Karlsruhe,Barcelona - Frankfurt,Economy,640,3
455,Very comfortable,Very comfortable flight with good service. The timing and duration of the flight makes journey not tiring at all., May 2019,19-Apr,"Hamburg, Germany",Frankfurt - Bengaluru,Premium Economy,15,5
456,satisfying experience,accurate in timing  flight was well maintained and clean. Food was very good including vegetarian. In flight service was very good. Best service at airport. staff was very coordial. More space required in central seats having 4 seats. , May 2019,NA,"Bhuj, India",Bhuj - Chicago,Economy,204,4
457,Kind and generous customer service!,"My husband and I were traveling from Los Angeles to Romania (via FRA) for our 15th wedding anniversary. When, during a friendly chat, we mentioned this to the flight attendant, he shared that his own 15th was the following month. Congratulations went up all around! Then, before‚", May 2019,19-Apr,"Los Angeles, California",Frankfurt - Bucharest,Economy,16,5
458,Cramped and overpriced,"Normally I travel Business Class. I booked these seats through a travel agent economy with the hopes of using my United skymiles to upgrade. I could not choose my seats until 24 hours within flying unless I paid a premium. I [paid the premium and upgraided to premium economy, I‚", May 2019,19-Apr,,Denver - Munich,Premium Economy,3,3
459,"like clockwork,excellent service","great flight ,very efficient service and staff .clean plane on time ,Munich airport is huge and not easy to navigate", May 2019,18-Jul,"Stourbridge, United Kingdom",Birmingham - Munich,Economy,109,5
460,Brilliant low cost airline!,"Flew with 5 others to join up for a stag do in Munich. We picked this airline based purely on price and to be honest, based on experiences on Ryan air flights, i didnt expect much at all. How wrong i was! We were all allocated seats....together! Small hand luggage, ample for the‚", May 2019,19-May,"Kingston-upon-Hull, United Kingdom",Manchester - Munich,Economy,22,5
461,Dependable good service,Always great service - but were surprised at poor choices of food available. Same for flight from Frankfurt to Houston., May 2019,19-Apr,"Cat Spring, Texas",Johannesburg - Frankfurt,Business Class,344,5
462,Lufthansa service....,Most things went wrong on Helsinki-Munich-Pisa and Pisa-Munich-Helsinki flights. What is especially disturbing is attitude of service when flights are delayed(that happens). Having to use lots of time on phone to service centers who help with rebooking flights which then are‚, May 2019,19-May,"Helsinki, Finland",Pisa - Munich,Economy,1,1
463,"Operated by Eurowings, so we ran into some challenges","We had this Lufthansa flight, but it was operated by Eurowings. In itself the service and comfort were good, but we ran into some challenges at the baggage drop-off, and the pre-check-in with the kids' tickets. Eurowings has different policies than Lufthansa, and even on a LH‚", May 2019,19-May,"Nieuwkoop, The Netherlands",Palma de Mallorca - Munich,Economy,362,2
464,As good as you would expect from LH,"From an airline like Lufthansa, you expect a certain level of service. And, on this flight, they delivered. Good seats, good service, good flight. There simply is not much more to say. Nothing exceptional, simply as good as expected.", May 2019,19-Apr,"Nieuwkoop, The Netherlands",Amsterdam - Munich,Economy,362,4
465,"Decent Flight, good sandwich, but.","Decent flight, good seats, decent sandwiches, friendly crew, BUT:  Booked the flight as Air Canada flight (see my review of AC882) so there was no electronic boarding pass available, and no check in through the lufthansa app.", May 2019,19-May,"Moringen, Germany",Copenhagen - Frankfurt,Economy,182,3
466,Not as good as I was expecting.,"I had thought the Lufthansa experience might just be a touch more than United, being the larger sister company. I can say that it was no better and I feel the staff was a bit more aloof and not as attentive.  All in all, this experience left me wanting to fly United again or‚", May 2019,19-Apr,"Camillus, New York",Washington DC - Munich,Economy,102,3
467,Excellent care of my ill daughter!,"My 19 year old daughter was flying from Beijing to Berlin with a stop in Munich on 2 May, 2019.  Midway through the flight, she became ill with a migraine headache.  By the time she arrived in Munich she was severely impaired with non-stop vomiting and exhaustion.  She reports‚", May 2019,19-May,,Beijing - Berlin,Economy,1,5
468,Fast becoming my favourite airline.,Great movies. Great service. Real cutlery. The staff are always so friendly. And you even get offered a Bailey's after dinner. The reason we are flying with Lufthansa was they were the best price....our family is very impressed., May 2019,NA,,Vienna - Singapore,Economy,47,5
469,A380 to Frankfurt and A319 to Nice,"First I have to commend Hannah, our crew in Business  class (LH779 / 20 Apr). She is truly a wonderful asset. The other crew did not smile and were cold. The seats on the A380 were not as comfortable as SQ but I managed a good 8 hour sleep.   Meals were good and the sleeping‚", May 2019,19-May,"Singapore, Singapore",Singapore - Nice,Business Class,169,4
470,Good service in crammed economy class,Every seat below business and first class was totally occupied. Any negative comments are directed toward the plane and not the flight crew. The B747- 400 is a prime example of planes built to maximize revenue at the expense of customer comfort. The centre aisle had four seats‚, May 2019,19-May,,Frankfurt - Toronto,Economy,"3,837",4
471,Air travel - as it should be,A pleasant short flight (40 minutes) on a small plane (CRJ900/NextGen). Flight left on time. The plane interior was particularly clean. Good service on the ground and while in the air. Lots of legroom as we were in an exit row., May 2019,19-May,,Basel - Frankfurt,Economy,"3,837",4
472,Nice to be appreciated,They made us feel like they were glad we were on board. Nice to be taken care of rather than trying to survive a flight., May 2019,19-Apr,"Atlanta, Georgia",Atlanta - Milan,Economy,4,5
473,It does NOT work properly,"Lufthansa's website is horrible.  You get error codes, pages that won't load, pages in the wrong language AFTER you hit the translate tab.  In general it's almost funny if not for so aggravating to try and use this website.", May 2019,19-May,,Los Angeles - Barcelona,Business Class,6,1
474,A380 First Class was AMAZING!,Had a rare opportunity to secure first class seats with points for a long thirty hour two-leg journey over Munich on the A380. We purposely flew these flights for the experience and to complete an airborne circumnavigation. The service was both phenomenal and efficient - as one‚, May 2019,19-Apr,"Seattle, Washington",Hong Kong - Los Angeles,First Class,85,5
475,Amazing service,"Our flight was delayed due to poor weather affecting the incoming flight. Despite leaving 50 mins behind schedule, pilot made up 20 mins, and we had a minibus collect us from our flight to ensure we reached our connecting flight which was held for us.", May 2019,19-Apr,,Sibiu - Munich,Economy,2,5
476,My new favorite airline,"Check in was easy. Our checked luggage was free thanks to a star alliance member credit cart (United Airline). Seats were comfortable (I am 5 ft tall so perhaps not a typical traveler). There were no extra charges for wine, drinks for any kind, meals or snacks. No extra charges‚", May 2019,19-Apr,"Barre, Vermont",Boston - Florence,Economy,49,5
477,Weird Way to Board a Plane,"After arriving in Frankfort at what was the middle of the night to us, we were happy to get through customs and find our gate for our connecting flight.  As we waited all I wanted to do was go back to sleep !    As they called for the plane, we went down steps to ground level‚", May 2019,19-Apr,"Lancaster, Pennsylvania",Frankfurt - Budapest,Economy,505,4
478,Good response when losing flight,"We lost the connecting flight in Munich because of the passport control, but they put us in the next flight, and gave us water and a ticket worth 10 euros for some food. The Lufthansa assistant in the Service Centre was extremely nice and helpful.", May 2019,19-Apr,,Zagreb - Bilbao,Economy,6,5
479,OK Service,You know the airline's price is too high when in the waiting area they begin announcing that upgrades were available for $800 (economy to premium economy) and $ 1100 (premium economy to business class).  Obviously no one took them up on it as they announced it several times.   ‚, May 2019,19-Apr,"Lancaster, Pennsylvania",Philadelphia - Frankfurt,Economy,505,3
480,Know your rights with Lufthansa,Lufthansa has failed me twice as a customer. The first failure was not being able to checkin on line and print boarding passes. After inquiring online what the problem was it took more than 24 hours for a response and I was never given a reason accept to checkin at the airport.‚, May 2019,19-May,"San Carlos, Mexico",Prague - Mexico City,Premium Economy,14,1
481,Great Crew...Horrible Food,"Everything on the flight was good...except for the food.  Seats were nice and pretty standard for business class.  Crew were helpful, polite and responsive.  The food was un-eatable.  It reminded me of a circa 1975 TV dinner.  This was salisbury steak at its worst.  The‚", May 2019,19-Mar,,Los Angeles - Munich,Business Class,2,3
482,Check in process is the worst I have ever experienced,"I have silver status with Air Canada...and booked this flight through their website. There is NO preffered line here, and no check in machines (2019 right?) I have been in line for 45 minutes...and still waiting to check in....most likely another 45 minutes... Thry keep on‚", May 2019,19-May,"Montreal, Canada",Montreal - Munich,Economy,41,1
483,"Amazing service for business class, however, they lost our luggage!!!!","Let me first start by stating this was my first international flight, so to be able to experience it in business class was a true blessing. As soon as you enter the airport, the check in process for business class is quick! Security is even faster. Once through, you get to enjoy‚", May 2019,NA,"Danville, Pennsylvania",New York City - Rome,Business Class,247,3
484,Decent for the price,Used this airline for several flights with friends and family.  Can't complain. The planes were much smaller. Service was great.  The only thing I dislike about the whole saga is we have to check in online for boarding passes and selecting seats; and can only do that 23 hours‚, May 2019,19-Apr,"England, United Kingdom",Manchester - Frankfurt,Economy,43,3
485,BusTrip in Kiev,"Great business lounge in Munich, H Gates, great flight and a good service. Nothing to blame ;) I had a middle seat free and could enjoy reading as well as a company of my seat neigbour. I will be choosing Lufthansa again for my next travel :)", May 2019,19-Apr,,Munich - Kiev,Economy,22,5
486,Not Up to Standards,"Arrived at Frankfurt Intl at 10:25 for a 13:15 departure.  Boarding was to start at 12:30. After checking through Customs at 11:30, we were shunted into a waiting area where we were to be picked up by either a wheelchair or a golf cart for the trip to the gate.  In our case the‚", May 2019,19-May,"Columbia, Maryland",Frankfurt - Washington DC,Premium Economy,28,3
487,"Comfort, Good food, pleasant journey.","We were given headphones for the entertainment provided, good meals and snacks during our long flight. The staff was accommodating and friendly, as well as helpful with my handluggage, as I had an injured knee.  We would certainly fly with them again and recommend this airline.", May 2019,19-Apr,"Vancouver, Canada",Vancouver - New Delhi,Economy,63,5
488,"Easy flight, Attentive Crew",Good flight on a Boeing 747-400. The crew was very attentive and outgoing.  One of the attendants was joking with passengers. The plane was comfortable and had some decent movies., May 2019,19-Apr,,Frankfurt - Philadelphia,Premium Economy,7,4
489,Airline was Ok. Airplane was awful,"The flight was on an Airbus321 The plane is tiny. It's a short flight (3.5hrs) but I was uncomfortable for the entire time.  There was absolutely no leg room, next to no storage and the seats were small and uncomfortable.  There was no in-flight entertainment at all. Didn't even‚", May 2019,19-Apr,,Tel Aviv - Frankfurt,Economy,7,3
490,Not a very good flight,"So much delay... The plane came too late so we had to wait for about 30 minutes for boarding. And then something even worse happened. We stack in the airplane for about 1,5 hour without aircondition. It was so hot and the air hostesses were nowhere to ask what was going on. At‚", May 2019,19-Apr,"Athens, Greece",Frankfurt - Athens,Economy,97,2
491,"Simple standard, but polite and extraordinary helpful!","Lufthansa is for me an efficient airline. Trustworthy but simple in terms of small space underneath the seats for the legs and not very comfortable or big seats. Simple also in terms of food. Don‚Äôt expect something extra. This flight, I had pre-ordered vegetarian meal (diet).‚", May 2019,19-May,Norway,Panama City - Oslo,Economy,"1,032",5
492,Excellent flight from Rome!,"Definitely appreciated the service provided on our Lufthansa flight from Rome. Food and drink were very good. Staff were very friendly. Lufthansa staff were also very helpful in getting customers to the passport check area, which proved to be very helpful. Excellent flight‚", May 2019,19-May,"Denver, Colorado",Rome - Chicago,Economy,2,5
493,Flight delaying,"For the past 15 days form Delhi to Frankfurt flight delay Y its happening  everyday we cannot catch another flight which we scheduled, you are sending some other route why like this...................", May 2019,19-Apr,,New Delhi - Frankfurt,Economy,1,1
494,Polite cabin crew but rude Frankfurt airport staff ,I was traveling from Warsaw to panama via Frankfurt. On the way back we was coming from Costa Rica to Warsaw via Frankfurt and we had 6 hours delay on Costa Rica so we missed the flight from Frankfurt to Warsaw. The company refund an amount of money  and also they found us‚, May 2019,19-May,"Beirut, Lebanon",Warsaw - Panama City,Premium Economy,38,3
495,Load of rubbish...don‚Äôt use them,"Said when online check in that I hadn‚Äôt paid for hold luggage, when I had?! Wasted 15 mins on a premium number telephone call Now, no suitcase in Krakow supposed to arrive at hotel at midnight no suitcase and a message from courier office hours and telephone number 8am - 8 pm‚", May 2019,19-May,Wirral,Manchester - Krakow,Economy,42,1
496,i had two and business seat was like economy other flight tried to give food from another customer to me,I payed for business and got an economy  chair it would not recline but 4 inches. it was EXACTLY LIKE ECONOMY CLASS. the worst 5.5 hr and the 1.15 min. my information on my flight did not say we would stop in another country and COULD NOT GET OFF while they refueled and‚, May 2019,19-Apr,"Chattanooga, Tennessee",Ashgabat - Frankfurt,Business Class,352,1
497,Very Good Flight,"Good Lufthansa flight. Business class is coach seats with the middle seat empty. Service was good, but not first class. On-time flight.", May 2019,19-Apr,"Boone, North Carolina",Rome - Frankfurt,Business Class,272,4
498,Very good.,"This time everything was more than just good. We had a connection flight, which was a nightmare half a year ago, but now it was just perfect. Good service, convenient connection, all the necessary information provided during the flight. We are really, really satisfied.", May 2019,19-Apr,"Moscow, Russia",Florence - Stockholm,Economy,282,5
499,Overbooking,An absolutely horrible experience. I had booked a premium economy seat 5 months in advance only to find out the night before that the flight was overbooked and had to be re-booked on another airline. The re-booking was a major inconvenience as the new flight arrived much later‚, May 2019,19-Apr,,Boston - Florence,Premium Economy,3,1
