,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
401,No Help Whatsoever,"Flight out of SDF had maintenance problem so were rebooked on later flight but resulted in very tight connection in CLT (40 minutes) but were on a AEagle flight so had to go from Tmnl E to C10. For those familiar with CLT, that is a long, long trek. I asked gate agent in SDF toâ", Aug 2019,19-Aug,Florida,Charlotte - Tampa,Premium Economy,"2,376",1
402,Keeping Passengers In The Dark!!,"Plane arrived on time but we were never called to board! When that happens you know something is wrong. The flight crew were there and the weather was not an issue so it had to be a maintenance issue. Shortly before scheduled departure the gate agent announces ""plane has aâ", Aug 2019,19-Aug,Florida,Louisville - Charlotte,First Class,"2,376",1
403,Best airline!!!,AA is a great airline! The staff are nice and planes are clean! Good value for money! Seats are comfy, Aug 2019,18-Dec,,Miami - Madrid,Economy,7,5
404,arrival times are inaccurate and horrible,First of all I didnt care for American Airlines this was my first time flying with American Airlines And last time I will never fly with the company again I really didnt care for their services I caught a flight deal and I really wish I  wouldve stuck to United Airlines theirâ, Aug 2019,19-Aug,,Miami - Chicago,Economy,1,1
405,AA continues to deliver,"I have a cc tied in to AA miles. I used those to fly most recently. The only problem with these ""freebies"" is typically the longer connections and not the greatest of times. Flights were on time or early. Gate agents and check-in agents all were immensely helpful in Savannah.â", Aug 2019,19-Aug,"Greencastle, Indiana",Savannah - Indianapolis,Economy,118,5
406,Treated worse than the sh*t on someone's shoe,"I fly a lot. I fly for work, I fly for pleasure and I can safely say no airline is worse than American Airlines for customer service.  When you arrive at check in you're spoken to like you're the scum of the earth.  The role is customer service, the goal is to please - not atâ", Aug 2019,19-Aug,"London, United Kingdom",Los Angeles - New York City,Economy,4,1
407,Awesome airport!,"Really enjoyed our trip to Raleigh, North Carolina. First off all, the airport it's so clean, spacious and just great. definitely one of the nicest and cleanest airports in states. ", Aug 2019,19-Aug,"Grapevine, Texas",Dallas - Raleigh,Economy,134,5
408,Choose this airline at your own peril!,"If rating using negative numbers was an option, I would for sure use it for American Airlines. My mother and I are frequent flyers so you can be sure that weâ€™ve experienced a lot of airlines, however, American Airlinesâ€™ on board service has been the biggest disappointment soâ", Aug 2019,19-Aug,,Los Angeles - Miami,Economy,2,1
409,Customer Service Nightmare,Dont Book Through American Airlines if you can avoiid it. They take forever to process if they mess it up they are not willing to even within 24 hours stick to the origiinal price they charged you if it has gone up significantly you will be stuck with the upcharge. When i calledâ, Aug 2019,19-Aug,,Dallas - Molokai,Premium Economy,1,1
410,Always get names to thank later ,"Just really wanted to commentate American Airlines on their customer service. Check in was made so much easier for me when my bag was not in limit, two workers helped me reorganise and even repack my suitcase so that it would fit without costing me extra money, as a soloâ", Aug 2019,19-Aug,"Adelaide, Australia",New York City - Los Angeles,Economy,28,5
411,Same â€˜O...Sameâ€™O!,"Service average. Refreshments average.  Space between seats tight.  Cost to fly lacks value.  Staff mostly polite, but not that attentive.  Comfort score 3 out of 10; 10 being the best.  Iâ€™ll fly again ...only because I really have no other choice and mostly because all airlinesâ", Aug 2019,19-Aug,"Vero Beach, Florida",Seattle - Tucson,Economy,"6,218",3
412,Trip with grandson,"Very good flight and was on ti, with no hickupsme, it was a good connection thur Charolete, with no hickups.", Aug 2019,19-Aug,"Jasper, Alabama",Birmingham - Cleveland,Economy,293,4
413,In Flight Meal Better Than Expected,"On our flight from Miami, Florida to Liberia, Costa Rica, we took a chance and pre-ordered the enchiladas meal. We were very surprised that the portion was right sized, was tasty, and contained an appropriate amount of spices. We enjoyed it so much that we re-ordered the sameâ", Aug 2019,19-Aug,"Amarillo, Texas",Miami - Liberia,Business Class,31,4
414,Seriously:(,"It was a six hour flight with a bag of pretzels and a one drink:(. Really?  They turned out the cabin lights before we even took off. Flight was at 8:40 p.m.  the lights did not come back on until we started descending.   Because it was hot in Philly when we left, I was inâ", Aug 2019,19-Aug,"West Chester, Pennsylvania",Philadelphia - Seattle,Economy,67,2
415,"Flight was delayed to and from destination at DFW, onboard service good,","The flight and service were what I expected, which was good. The food was not very good compared to what I ate Lufthansa the last time I flew this route. Was very disappointed in the delayed start on my connecting flight in DFW both ways. The first time the plane was ready to goâ", Aug 2019,19-Jul,"San Diego, California",Munich - San Diego,Economy,"1,136",3
416,Not well organized,On our flight from home we arrived in Charlotte just fine but then the fun began. We went to the gate they sent us to and waited for 40 minutes. When the sign said 10 minutes to board it changed to San Juan Puerto Rico instead of San Diego. I asked the gate attendant what hadâ, Aug 2019,19-Aug,"Newland, North Carolina",Asheville - San Diego,Economy,17,2
417,Just ridiculous to have a 2 hr lay over then an 1 hr to fly for 11/2 hr flightIslip,"Flight to was Ok I should have chose another flight when I saw the 2 lay overs,but we survived   The flight back was from hell..We didn't check our bags. We did the ""carry on"" which worked fine. Then on connecting flight plane was so small we had to check them.When flightâ", Aug 2019,19-Aug,,Islip - Huntsville,Economy,1,3
418,"Very good service, not their fault about the weather delays!",First time flying American. Everything was good until our return trip from San Luis Obispo to Phoenix. Weather delay in Phoenix caused a major delay and we missed our connecting flight to MSP. They originally told us we couldn't get back until the next day but the customerâ, Aug 2019,19-Apr,"Champlin, Minnesota",San Luis Obispo - Minneapolis,Economy,"1,874",4
419,A very good flight experience is our usual experience,"There were MINOR ANNOYANCES: HAD TO CHECK THE STROLLER with the bags and not at the gate, versus the previous AA flight just one week before allowed us to check the same stroller at the gate which was very helpful when traveling with an infant. The stroller did not come throughâ", Aug 2019,19-Aug,"Mesquite, Texas",Norfolk - Dallas,Economy,238,4
420,OK for Budget travel but flight out had more leg room than return,Flights were direct and on time. If you go the lowest price there is no choice of seat so the three of us were apart. Being in the last boarding group means carry on will be gate checked. Good news is no charge for gate check. Flight crew was great., Aug 2019,19-Aug,"Webster, Massachusetts",Boston - Phoenix,Economy,16,4
421,Delays and missed connections were very stressful,It really felt like AA knew all along that they would be creating a miserable day on August 22 for their passengers leaving Madrid. 130 people had connection issues after our first flight departure (headed to Dallas) was delayed by over 2 hrs. The second and third parts of theâ, Aug 2019,19-Aug,"Victoria, Canada",Madrid - Vancouver,Economy,45,2
422,Canceled AA flight,"Traveled to Italy in June, and spent 12 days.  After a 10 hr flight, our last connecting flight to Charlotte was delayed for approx 14 hours.  What was frustrating, is the service around this cancelation.  Our flight was one of the only flights canceled, and they said it was dueâ", Aug 2019,19-Jun,,Venice - Philadelphia,Premium Economy,2,1
423,Eastern US,Our flight from Philadelphia to FLL was delayed over four hours.  This was due partly to weather but mainly because a new flight crew had to be located.  The current flight crew had flown from Seattle and due to the flight delay they would have worked in excess of the allowedâ, Aug 2019,19-Aug,"Davie, Florida",Philadelphia - Fort Lauderdale,Economy,8,1
424,"Premium economy is nice, but not many snacks",Premium is certainly worth it.  You get  a little extra leg room.  You board immediately after first class.  A bloody mary get you two little bottles of Vodka and a full can of MR T.  You can either get a small bag of pretzels or a small packet of cookies.  How can they be stopâ, Aug 2019,19-Aug,"North Fort Myers, Florida",Dallas - Fort Myers,Premium Economy,303,4
425,OK for Budget travel but flight out had more leg room than return,Flights were direct and on time. If you go the lowest price there is no choice of seat so the three of us were apart. Being in the last boarding group means carry on will be gate checked. Good news is no charge for gate check. Flight crew was great., Aug 2019,Aug-19,"Webster, Massachusetts",Boston - Phoenix,Economy,16,4
426,Delays and missed connections were very stressful,It really felt like AA knew all along that they would be creating a miserable day on August 22 for their passengers leaving Madrid. 130 people had connection issues after our first flight departure (headed to Dallas) was delayed by over 2 hrs. The second and third parts of theâ, Aug 2019,Aug-19,"Victoria, Canada",Madrid - Vancouver,Economy,45,2
427,Canceled AA flight,"Traveled to Italy in June, and spent 12 days.  After a 10 hr flight, our last connecting flight to Charlotte was delayed for approx 14 hours.  What was frustrating, is the service around this cancelation.  Our flight was one of the only flights canceled, and they said it was dueâ", Aug 2019,Jun-19,,Venice - Philadelphia,Premium Economy,2,1
428,Eastern US,Our flight from Philadelphia to FLL was delayed over four hours.  This was due partly to weather but mainly because a new flight crew had to be located.  The current flight crew had flown from Seattle and due to the flight delay they would have worked in excess of the allowedâ, Aug 2019,Aug-19,"Davie, Florida",Philadelphia - Fort Lauderdale,Economy,8,1
429,"Premium economy is nice, but not many snacks",Premium is certainly worth it.  You get  a little extra leg room.  You board immediately after first class.  A bloody mary get you two little bottles of Vodka and a full can of MR T.  You can either get a small bag of pretzels or a small packet of cookies.  How can they be stopâ, Aug 2019,Aug-19,"North Fort Myers, Florida",Dallas - Fort Myers,Premium Economy,303,4
430,Awesome service,"The flight crew was amazing. date of travel was 8/25/19 The service was friendly and courteous . I need to mention or Flight Attendant,  ( Michele) who was so professional and helpful. She was worthy of a gold star for service. The captain ( Daniel) was very professional andâ", Aug 2019,Aug-19,,San Francisco - Miami,Economy,171,5
431,Europe flight,"Our flight from FLL to Philadelphia was delayed almost two hours, due to both weather issues and a sexual disturbance whereby the Philadelphia police escorted someone off the plane. As a result we missed our connection from Philadelphia to Venice. American did not book us onâ", Aug 2019,Aug-19,"Davie, Florida",Fort Lauderdale - Venice,Economy,8,1
432,Aweful Customer Service,"Our flight was delayed due to ""maintenance issues"" the captain told us this before we were leaving the plane.  His exact words,""our flight was delayed to to maintenance issues, if you have a problem with that, have them call me.""  When we missed our connection due to the delay,â", Aug 2019,Aug-19,"Trumbull, Connecticut",El Paso - Dallas,Economy,51,1
433,Easy flight,Flights were on time & staff was great.  We had a brief layover in Miami where we had to get off the plane then reboard the same plane.  We had to wait and grab our luggage then bring it back and redo the valet (not that difficult but a little annoying since we were gettingâ, Aug 2019,Aug-19,"Stokesdale, North Carolina",Greensboro - Freeport,Economy,25,5
434,Bad service!,We never received any information about checking in online so when flying on our honeymoon I couldnâ€™t sit with my husband!  On the flight they brought drinks round twice in 5 hours! And we had a small pack of pretzels as a snack! The food choices were very limited and you had toâ, Aug 2019,Aug-19,"Redditch, United Kingdom",Maui - Los Angeles,Economy,105,1
435,OK.......but not SUPER,My flight from ORD to Charlottesville (#3111) was NOT first class.  I paid for First Class seats but after 2 cancelled flights and 1 ABORTED fight at take off the only segment to get me to Charlottesville was coach!!  They told me American would refund the difference from what Iâ, Aug 2019,Aug-19,"Carolina, Puerto Rico",Chicago - Charlottesville,Economy,"13,379",4
436,Just fine,"My flight from Philly to Columbus (#4563) was First ClassâOur attendant was very good but I did NOT get her name.  All facets of the flight were smooth and it was a very quick flight!!  American first class seats are actually pretty comfortable!!!  As always, my allegiance is toâ", Aug 2019,Aug-19,"Carolina, Puerto Rico",Philadelphia - Columbus,First Class,"13,379",4
437,Karen was the BEST!!!!!,"My flight (#4906) from Charlottesville to Philly was coach.  There was no First Class flight available at the time I needed to go.  However, there was a â€œnuggetâ€ on the flight to be mined!!!  It was the flight attendant, Karen Hebert.  She was super great!!!  Within minutes ofâ", Aug 2019,Aug-19,"Carolina, Puerto Rico",Charlottesville - Philadelphia,Economy,"13,379",5
438,Great First Class Service,"My flight from Grand Rapids to Oâ€™Hare (#3219) was First Class.  Everything with the flight went great!!  Our attendant (Lisa???)â.I now forget her name but she was born in Japan and moved to the USA when she was 11!!!!!!....sorry, I forget her name, but she was one of the BESTâ", Aug 2019,Aug-19,"Carolina, Puerto Rico",Grand Rapids - Chicago,First Class,"13,379",5
439,757's Have no WiFi,If you are flying a long distance and have gotten used to having WiFi and on board entertainment American routes that use 757's have no WiFi. Flight 685 from Washington Reagan National to Phoenix is one. There is also one from Charlotte to Phoenix. American uses a lot of planesâ, Aug 2019,Aug-19,"Phoenix, United States",Washington DC - Phoenix,First Class,11,3
440,San Francisco - Full Flight,The airline staff was courteous and efficient.  It was a full fight to SFO and the return to PHL was full as well.  The pilot on the return flight was great; he kept us informed of delays when we landed., Aug 2019,Aug-19,,Philadelphia - San Francisco,Economy,3,4
441,Losing Altitude?,"American seems to be ""losing altitude"" on punctuality and service this year. Most of my recent intercontinental flights on American have been delayed by a few hours, and the service aboard have not been as pleasant and attentive as it was in previous years,", Aug 2019,Aug-19,"New York City, New York",New York City - London,Business Class,104,3
442,Very Good,Pleasent flights and perfectly on time. Even in economy space between seats is ok. The crew have been very professional on both flights., Aug 2019,Aug-19,,Washington DC - Miami,Economy,14,4
443,Disappointed,"We were on Emergency Red Cross leave to visit my significantâ€™s other mother who was hospitalized. We were ticketed from Bahrain to Miami. When we arrived at the gate in Barcelona from our connecting flight, my significant other, who is active duty military, was downgraded toâ", Aug 2019,Aug-19,"Virginia Beach, Virginia",Barcelona - Miami,Premium Economy,29,2
444,Very professional,"The american airlines is good company to choose to flight to Chicago. The crew have been very welcoming and professional even after the weather problem in Miami we had to wait in Fort Myers for 2 hours they were very friendly and got us all information on time, about flightâ", Aug 2019,Aug-19,"Miami, Florida",Miami - Chicago,Economy,15,5
445,Very Good,"On time and a very pleasant ride with a stop in Dallas.  Of course he first class ride from Dallas to Portland was the best, because it was longer.  Lunch served wasn't great, but OK.  The flight attendants were attentive and pleasant.  Very nice aircraft.", Aug 2019,Jul-19,"San Antonio, Texas",San Antonio - Portland,First Class,9,4
446,Pretty Good Until...,"The flight was alright until we landed for our connecting flight in Phoenix. The plane sat on the tarmac for about 20 minutes, providing no reason why. We were praying we would not be held up at Customs and TSA, thankfully they were pretty quick. We were highstepping it throughâ", Aug 2019,Aug-19,"Oak Park, Michigan",Puerto Vallarta - Detroit,Economy,3,3
447,Delayed flights and charges for everything,I really have no time for delays and they are frequently delayed. They donâ€™t want to give you anything for free and the chairs are uncomfortable., Aug 2019,Jul-19,,Los Angeles - Kailua-Kona,Economy,14,2
448,always a disappointment; fire the cook,"As much as I continue to want to be a good customer to my locally headquartered American Airlines, this remains a ""love/ hate relationship"". The worst part remains the food service. There are times I imagine that the only reason the CEO does not fire the chief of food servicesâ", Aug 2019,Aug-19,"Irving, Texas",Munich - Dallas,Premium Economy,130,3
449,Flight was scheduled to go from FLL to CMH VIA CLT on the outbound and back CMH to FLL Via DFW,I was flying to CMH from FLL via CLT and returning back a week later via DFW. In the first case the connecting flight from CLT was cancelled and I was stranded until the next day and because it was weather related I was not eligible for any form of lodging or food voucher.  Myâ, Aug 2019,Apr-19,"Fort Lauderdale, Florida",Fort Lauderdale - Columbus,Economy,11,1
450,Great for budget travel!,"Awesome experience I booked round trip tickets from Orlando to Fort Hood, Killeen, Texas with a layout in Dallas. It was a ""Bare Fare"" so you will pay for everything other than the flight so keep that in mind. I have to say I was pleasantly surprised! Both flights were on time,â", Aug 2019,Jul-19,"Killeen, Texas",Orlando - Killeen,Economy,34,5
451,Business Trip to Denver,Love the Phoenix based America West flight attendants.  They do the best in the sky and love their jobs and customers!!, Aug 2019,Aug-19,"Tempe, Arizona",Phoenix - Denver,Economy,62,5
452,A flat tire,"We flew from Gatwick tp DFW on American Airlines and had a 2 hour layover. When we  boarded the plane to fly to Burbank, our final destination, the pilot told us we had a flat tire. All the passengers were taken off the plane and a different plane was arranged for us, apparentlyâ", Aug 2019,Aug-19,"Murrieta, California",Dallas - Burbank,Economy,"1,339",2
453,Never Again,"Despite all the negative experiences I have heard about AA I had to book their flight. The flight out of NY was delayed, AAâ€™s fault. I had to connect in Dallas. Obviously we were there late but I made it to the gate of my next flight 8 minutes before departure and was notâ", Aug 2019,Aug-19,"New York City, New York",New York City - Fort Smith,Economy,2,1
454,Great flight and service,"Couldn't have asked for a better experience. My wife was in a wheelchair and they brought her to the gate, and then gave us priority boarding.  Staff so warm and caring! seats were comfortable, and free wine in the economy plus area was a real bonus. Temperature was good andâ", Aug 2019,Aug-19,"Fort Myers, Florida",Phoenix - Dallas,Premium Economy,774,5
455,Why canâ€™t they be on time?,"I hate American Airlines. I really, really do. They have NO room for any problems. They get the fuel wrong, they have old aircrafts. PLEASE, if there was another more reliable airlines that would just rise up and charge 30percent more, they would have a lot of Aus timers. I loveâ", Aug 2019,Aug-19,"New Orleans, Louisiana",Dallas - Austin,Economy,44,2
456,What a nightmare flying on American Airlines,Was supposed to depart Philadelphia at 7:05 and arrive in Boise at 12:15. First flight was delayed over an hour causing us to miss the connection in Chicago by 5 minutes. Got re routed to Dallas and with numerous more delays wonâ€™t get to Boise till 9:00.    Most of the airlineâ, Aug 2019,Aug-19,,Philadelphia - Boise,Economy,1,1
457,The Buck Stops Here!,"American Airlines targets certain customers despite their policy.  On BOTH legs of my flight, I was targeted with my carry-on luggage.  The person boarding directly in front of me had the same sized carry-on luggage AND was in the same Boarding Group as I was. Both times, theâ", Aug 2019,May-19,"Washington DC, District of Columbia",Miami - Washington DC,Economy,7,1
458,10hrs international with no entertainment!,"No individual screens only shared screen in the aisles, but mine and my husbands controls and headphone jacks did not work, so we could not listen to the movie, lights would not turn on so couldn't even read, and no USB or charging cables. The air stewardess was sympathetic, butâ", Aug 2019,Jul-19,"Sutton, Massachusetts",Dubrovnik - Philadelphia,Economy,46,1
459,All the same,"Been on several airlines this year and it really feels â€œall about the moneyâ€.  However, we watched very helpful assistance in the Wichita airport, at checkin.  A woman was trying to fly home, did  and had several oversized, over weight bags.  The checking team was actuallyâ", Aug 2019,Aug-19,"Augusta, Kansas",Wichita - Orlando,Economy,8,3
460,Not the best airline,"Really hated that this was the only option I had.  Despite the fact that I made my reservations more than 6 months in advance,  and chose the specific flights I wanted, it was all changed by the Airline. I hate flying into Miami because for some stupid reason they make you pickâ", Aug 2019,Aug-19,,Saint Louis - Bridgetown,Economy,3,3
461,The poorest airline I have ever travelled with,I am sad to say that this is the first time I have had to write a bad review but I was left with a very bad taste after traveling with this airline. I would like to start out by saying that any of their staff we met along the way on the ground or in the air were a pleasure toâ, Aug 2019,Aug-19,,Shannon - San Francisco,Economy,5,1
462,Customer Service Keeps Getting Worse!,"Numerous flight delays led to 4 gate changes, indifferent gate agents too busy socialising amongst themselves to give any assistance to passengers with questions, and the flight attendants are just downright scary - too busy socialising and rushing past everyone without makingâ", Aug 2019,Aug-19,"Boulder, Colorado",Denver - Toronto,Economy,86,2
463,Delays Cold Cabins and Bad Customer Service,"This is the negative review that I promised American Airlines, which is written to help future travelers know what they might face when they fly AA.  Our August 2019 reservations from Orlando FL to Honolulu HI included a 3h 34m stopover in Los Angeles.  When we got to LA andâ", Aug 2019,Aug-19,"Saint Cloud, Florida",Orlando - Honolulu,Economy,14,1
464,Never Again!,"The air conditioning was on way too much making the temperature really cold, when I asked the attendant why this was she rudely told me that's the way the captain wanted it. The attendants were grouchy and rude with no manners at all, definitely not there to help on thatâ", Aug 2019,Aug-19,,Dublin - Philadelphia,Economy,1,1
465,Easy to Fly,"American Airlines is easy to fly from booking.....to check-in....to in-flight service. Iâ€™ve flown them several times and my only complaints would be â€œnit-pickingâ€ things out of their control. In short, Iâ€™d use them again anytime I need to fly.", Aug 2019,Aug-19,"Cedar Lake, Indiana",Chicago - Las Vegas,Economy,175,4
466,Mrs.,How unAmerican that American airlines charges 125.00 each way for a small 3 pound dog that fits in your purse. The pet is not occupying anyones space other than the one I'm entitled to have for my purse. American airlines will not allow you to use your  advantage miles either toâ, Aug 2019,Aug-19,"Miami, Florida",Miami - Denver,Economy,1,1
467,Bad experience all around - 8 legs in 10 days,Did 8 legs over 10 days. Vancouver/Chicago/Columbus/Washington/Charleston/Charlotte/lLttleRock/Dallas/Vancouver. Every leg was some problem. Lots of tarmac sitting. Worst was Dallas - board showed different gates so I ran back and forth on the train to find the correct one. Whenâ, Aug 2019,Aug-19,vancouver,Vancouver - Little Rock,Economy,351,2
468,American Airlines,Iâ€™m really not a huge fan of flying even though we travel often and I will be honest I have take. American Airlines in the past but kind of backed off after Sept 11 but recently I started taking the airline again and I canâ€™t complain at all. Premium Economy gets you free drinksâ, Aug 2019,Aug-19,"Elmira, New York",New York City - Cancun,Premium Economy,6,5
469,They have turned into one of the world's worst airlines,"This used to be a decent airline, but no more. We recently flew Orlando to Shannon and the customer service per said, ""there is not much we can do, you are flying basic economy, and then he walked away. Horrible service! ", Aug 2019,Aug-19,"Sarasota, Florida",Orlando - Shannon,Economy,103,1
470,DO NOT TRUST AMERICAN TO FLY YOUR CHILDREN,My son & friend  were booked on a flight from DFW to Philly  then going to Bangor Maine. The plane was delayed due to mechanical reasons  - the pilot even came out and said the flight would be delayed due to service. This was at 3:30 pm. This flight was scheduled at 4:30- theyâ, Aug 2019,Aug-19,,Dallas - Bangor,Economy,1,1
471,American Airlines Fail,"My wife and I travelled on August 8th, 2019 on flight 857 from Philadelphia to Jamaica.  The plane was boarded on time, crew was ready to go, only to find out that we did not have a pilot. At first, they were saying he would be a few minutes late and two delays later they toldâ", Aug 2019,Aug-19,,Philadelphia - Montego Bay,Premium Economy,3,2
472,SHAMEFUL,"Be aware that flying on AMERICAN Airlines into and out of Steward Airport is outrageously poor. First off, the flights are REGULARLY cancelled, for no good reason. The experience is always poor, at best. I will NEVER fly AMERICAN Airlines from this airport.  Other airlinesâ", Aug 2019,Aug-19,,Newburgh - West Palm Beach,Economy,1,1
473,Flight to rome,Very pleasant flight. Connecting flight delayed and they quickly put us another flight. Flight attendants very friendly and helpful. Would fly American over seas again. Highly recommend., Aug 2019,Aug-19,"Newport Beach, California",Orange - Rome,Premium Economy,12,5
474,Delays from the begining to the end,Our delay started in Palm Springs counter check in lady changed our flight out of Dallas since we wouldn't have made it with our first delay. Flight from Dallas to Chicago sat on plane over 30 min waiting on take off.  Barley got to Chicago to make flight to Toledo our plane wasâ, Aug 2019,Aug-19,,Palm Springs - Toledo,Economy,12,4
475,"Easy trip, great service","This flight through CLT was well managed, service excellent, and on time.  Personnel were friendly, helpful, and attentive.  Easy, quick, short layover, professional!!!", Aug 2019,Aug-19,"Fayetteville, Arkansas",Bentonville - Philadelphia,First Class,120,5
476,JAVIER,"Leaving Turks and Caicos our  #americanairlines plane was grounded over night due to mechanical problems after waiting for a ""decision"" from Texas for about 7 hours we were finally given food vouchers and sent to a nearby motel.  By the way the airport's AC was not workingâ", Aug 2019,Aug-19,,Providenciales - Charlotte,Economy,2,1
477,They had to reroute our flight due to storms,On the way from Newark New Jersey to Chicago we had to land in Detroit due to storms in Chicago we werenâ€™t sure what was going on then they told us no flights in our out of Chicago then we were told no flights out of Detroit to Chicago until the next day we were tied had flownâ, Aug 2019,Aug-19,,New York City - Akron,Premium Economy,30,2
478,Late again,"I don't fly a lot, but nearly every flight I have taken on American Airlines has been late.  However, the captain on this flight from Dallas-Ft. Worth to Seattle apologized and was quite gracious, but we were still about an hour late arriving in Seattle.", Aug 2019,Aug-19,"Dallas, Texas",Dallas - Seattle,First Class,51,3
479,wonderfully uneventful,"As the title implies, this flight was uneventful, which is just the way I like it.  Airport staff was efficient and congenial.  Service on the plane was fine.  Departures and arrivals were on time.  If I were to grumble about anything, it would be the tight quarters.  Whateverâ", Aug 2019,Jun-19,,Tucson - Boston,Economy,6,4
480,"""Sorry, it's the weather""","Flight was scheduled to leave Charlotte-Douglas at 8:35 pm.  There were storms in the area, and in Charlotte.  I was expecting a delay, and not very surprised when there was a gate change, but this was announced 10 minutes before anticipated boarding!  Pushed it back to 10:00â", Aug 2019,Aug-19,,Charlotte - Cedar Rapids,Economy,20,1
481,Very good airline flight,"We had no problems with this flight, and on the return flight they offered to give us the extra legroom for free if we would sit in the Emergency Exit row. Good food and good entertainment, with no lost bags. Hurrah!", Aug 2019,Jul-19,"Rochester, New York",Rochester - New Orleans,Economy,"21,695",4
482,They screwwed me over,I was in Europe on a trip for 1 month so when I was in europe I got am email that they changed my flight from getting to boise soon I had to spend a night in Philadelphia so i had to pay 200 for a night at a hotel then later when I was going from Philadelphia to Chicago theâ, Aug 2019,Aug-19,,Chicago - Boise,Economy,1,1
483,Happy Pants flight attendant,There is never a time when you look forward to a ten hour flight. The seats donâ€™t recline more than 10 degrees and the food is nothing to look forward to. Only to find out that each seat did NOT have its own TV monitor.( our flight to Prague did) We politely asked our flightâ, Aug 2019,Aug-19,"Waukesha, Wisconsin",Budapest - Philadelphia,Economy,2,2
484,"Left Ontime, Arrived Ontime",My flights left ontime and arrived ontime.  With one change of plane in D.C. there were no delays and I arrived ontime to meet my connecting flight. The flight attendants were courteous and friendly., Aug 2019,Aug-19,,Birmingham - Boston,Economy,33,4
485,Cross country trip,"Had to wait at Logan for 3Hrs for early morning flight Had not travel by Air in over 5 years going trough TSA was a Nightmare, They actually confiscated my Tube of tooth paste (family Size) it was too big. American are paying the price for Terror. Along with Paying a large feeâ", Aug 2019,Aug-19,"Foxborough, Massachusetts",Boston - Phoenix,Economy,23,4
486,"AA Flight - COS-Ft Sill, OK",Flight was on time on both legs.  Seating is standard in Economy.  The flight crew was friendly and professional.  The transfer in DFW went smoothly with no problems., Aug 2019,Aug-19,"Colorado Springs, Colorado",Colorado Springs - Lawton,Economy,64,5
487,"Horrible service, discrimination","I got to the gate two hours prior to my flight, during a 26 hour travel time. I wanted to ask if I could get on the flight leaving in 30 minutes if there was space. There was a woman in front of me who was in the same boat and they gave her a seat and got her right on theâ", Aug 2019,Aug-19,,Cusco - San Francisco,Economy,1,1
488,Working hard to keep that worst airline rating,"For the second time in a row I have flown from Chicago to Salt Lake City and my bags remained in Chicago.     I am a full-time Army member and have a briefing on Monday morning early and here I am Saturday night without my luggage, and when I called American to track my luggageâ", Aug 2019,Aug-19,,Chicago - Salt Lake City,Economy,2,1
489,Simply horrible,"They should be shut down and never come back to business. Unprofessional service, bad food and just consistent customer mistreatment. Will not fly with them ever again.", Aug 2019,Aug-19,"Chicago, Illinois",Chicago - Dublin,Economy,5,1
490,Smooth Flight,"On time, courteous staff and clean planes. Will use this airline every chance I get when taking a trip that requires flying.", Aug 2019,Aug-19,"Little Rock, Arkansas",Atlanta - Los Angeles,Economy,10,5
491,american airline sucks,"As always American Airline goes the extra mile to take your money with minimum imput from them. The plane didn't have television and WiFi didn't work wich is inconceivable considering how expensive their flights are compare to other airlines, how many countries they flight toâ", Aug 2019,Aug-19,,New York City - Punta Cana,Economy,2,1
492,Excellent on time sevice,"Excellent service. Flew from JFK CLT and then CLT to SAN. Service on aircraft was excellent, as were the drinks and meals.", Aug 2019,Aug-19,"Islip, New York",New York City - San Diego,Business Class,3,5
493,Miami to Detroit,The crew on board were above and beyond expectation.   Made the flight a nice experience.   Cabin attendants met and exceeded many flight experiences and the pilot was informative at the appropriate times.  Even the food served was appropriate and very good. , Aug 2019,Aug-19,"Miami, Florida",Miami - Detroit,First Class,150,5
494,Helpful for disabled,"Agents were very helpful when I needed assistance from the entrance to the gate. they assisted me through security, handling my paperwork and making sure I was comfortable.", Aug 2019,Sep-18,"Chicopee, Massachusetts",Hartford - Newport News,Economy,3,4
495,No major complaints,"The flight going was excellent except the 2 hour delay before leaving with no explanation, that was incredibly unprofessional especially since it was a night flight and ppl with kids wanted to get settled.  However once in the air the flight was great.  I purchased main cabinâ", Aug 2019,Aug-19,,Philadelphia - Paris,Economy,21,3
496,Good Flights on American,"My first flight to Charlotte was delayed by 40 mins, but no issues and flight made up time in the air. I will say this plane had plenty of legroom, surprisingly. My second flight from Charlotte to Phoenix was great and landed earlier than expected. No negative comments here!", Aug 2019,Aug-19,"Scottsdale, Arizona",Burlington - Phoenix,Economy,18,5
497,Therapist,"Worst airline. Flight delayed in Orlando leading to ruining in Charlotte auditory to catch connection. Given wrong gate on first leg, so missed connection. Said flight was frosting at 1202pm, and watched plane leave gate at 1150am.  Will not fly with them ever again.", Aug 2019,Aug-19,,Orlando - Denver,Economy,1,1
498,Amedrican Flight Philadelphia - Manchester 8/2019,had a 3 hours delay due to thunderstorms along the east coast. Pilot flew in an low altitude and nicely along the thunderstorms. Flight was very pleasant. Stewardess was friendly and provided service. Great job!, Aug 2019,Aug-19,"Giessen, Germany",Philadelphia - Manchester,First Class,685,4
