,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
401,CSAir provided incorrect flight times on all four flights,"Thankfully CSAir subcontracted one flight to Garuda Indonesian. Okay, so they didn't actually confirm this with Garuda Indonesian, causing us even more problems, but once on the flight, this one was enjoyable. CSAir provided us with incorrect arrival and departure times. They‚", Mar 2018,18-Mar,"Portsmouth, United Kingdom",London - Denpasar,Economy,32,1
402,Highly recommend CS Airlines,"China Southern are the only carrier flying Perth to Guangzhou direct, I will never do a stop over again. The aircraft was next to new, clean and everything worked. The service is fantastic both on Business and Premium Economy, both of which are great value. Food is on par with‚", Mar 2018,18-Mar,"Denmark, Australia",Perth - Guangzhou,Business Class,7,5
403,Endless journey with no entertainment,Airbus with intrateinment in italian language scarce...flight stopped in Wuhan (when booked should have  been  direct to Rome), Mar 2018,18-Mar,,Guangzhou - Rome,Economy,1,3
404,Below Average,"Hard lesson learnt Difficult online booking system. Don't know how I managed to book it. Booked it only as it was on special. Online check-in DOESN'T work. Don't even try to do it, You'll waste your time. Worst airline website I have ever seen.   The in-flight entertainment‚", Mar 2018,18-Mar,"Perth, Australia",Perth - Tokyo,Economy,115,1
405,Cheap but not great!,"Everytime when.i go back to China i always pick the cheapest flights with the shortest travel hours.  This time southern China is my no. 1 choice. However the experience was matching to the low price, i feel.  It says wifi is covered over the whole airplane but i and other‚", Mar 2018,NA,,Birmingham - Harbin,Economy,110,3
406,Great airline,"I broke my foot in Adelaide so I needed wheelchair services in Adelaide, Guangzhou & Chengdu. The service provided was the best.  Due to weather conditions had to overnight in Guangzhou, hotel provided by airline was good.  I was wheelchaired thru all airports, and attendants‚", Mar 2018,18-Mar,,Adelaide - Chengdu,Economy,13,5
407,Another decent flight,"(Quick correction, this flight was Premium Economy, but don't have that option on the Class of Service drop-down).  The 22nd time I have flown with China Southern, putting them just behind Singapore Airlines (24) and Air New Zealand (23).  The Premium Economy service definitely‚", Mar 2018,18-Mar,"Hamilton, New Zealand",Guangzhou - Auckland,Economy,152,4
408,It's on China time,I've never known this airline to be on time. You should be prepared for delays for no apparent reason. , Mar 2018,18-Mar,,Guangzhou - Hangzhou,Economy,138,3
409,"Great Service, Nice Airline","Lets face it, no one looks forward to spending 16 hours on a plane in economy seating, however, China Southern Airlines did make the experience more pleasurable. The seat was comfortable, and there was surprisingly a lot of leg room for an economy seat (I am 6 feet tall). The‚", Mar 2018,18-Mar,,New York City - Guangzhou,Economy,9,4
410,Overall good airline,"Service is kind and helpful. The plains are in good shape. I have no complains. The only thing that was complicated for me was de food, maybe they should have a western option for each meal. ", Mar 2018,18-Mar,"Mexico City, Mexico",Mexico City - Bangkok,Economy,187,4
411,"Personal service, free food","Really personal service, skyteam elite from Delta, they really go the extra step to welcome me, free economy plus seats, and overall a great experience.", Mar 2018,18-Mar,"Fargo, North Dakota",Guangzhou - New Delhi,Economy,36,5
412,2nd time not so good but still my 1st choice for Asia,"This is my 2nd time flying with China Southern , 1st of all not so good as my 1st time but still decent   the main thing on this trip was lack of cabin crew service , meals not great but that's not the crews fault , drinks service lacking , on the 1st trip I had every hour of so‚", Mar 2018,18-Mar,"Penryn, United Kingdom",London - Bangkok,Economy,"2,742",4
413,Nice Airline.,Good airline with nice good connection and few flights to choose from. Staff and crew were nice and helpful., Mar 2018,18-Jan,"Riyadh, Saudi Arabia",Guangzhou - Auckland,Business Class,776,4
414,Do NOT do it!!!!,"The customer service to checking in to the flight was a nightmare. The passengers don't have the option to select seats if you buy tickets from 3rd party. People cutting in like ahead of you, no structure whatsoever with the flight. The meals were gross and the headphones look‚", Mar 2018,18-Mar,,San Francisco - Bangkok,Economy,2,1
415,Never again,"After delayed flights caused a rescheduling of my Air France flights, I was re-booked onto Southern China Airlines. From France to Guangzhou was not to bad. A bit stuffy but not a disaster. Upon arrival at Guangzhou I enquired that my baggage had come through as I had done prior‚", Mar 2018,17-Nov,,Paris - Sydney,Economy,15,3
416,Hanoi to Edmonton,"Despite issues re not able to check in online due to some computer issues the airline was apparently having, and a screw up with our assigned seats, my wife and I were 8 rows apart. My understanding is this was due to the booking agent, not the airline. The flight attendant‚", Mar 2018,18-Mar,"Sherwood Park, Canada",Hanoi - Edmonton,Economy,82,4
417,Not good,"The flight from Heathrow to Guangzhou China was on a Dreamliner 787. Flight CZ0304. Cabin crew were good , food was good. Wine, red and white and beer were served but no spirits. The main problem on the plane was that on a long journey, 12 hours the seats were the most‚", Mar 2018,18-Mar,"Staines, United Kingdom",London - Langkawi,Economy,3,2
418,Good choice,Excellent from start to finish.  The hostesses speak passable English and are eager to serve.  The seats are truly lie-flat and have ample space around for your carry-on bits and pieces.  The seats are two-by-two so are better if you are travelling with someone than the airlines‚, Mar 2018,18-Mar,"Christchurch, New Zealand",Christchurch - London,Business Class,"2,350",5
419,good,new plan and staff very young at your disposal. Space enough even if I was in a four seat line no problem at all, Mar 2018,18-Mar,"Turin, Italy",Chengdu - Guangzhou,Economy,272,4
420,cancelled my confirmed bookings without any reason,"Two days after I made my booking Manila to LAX, China Southern Airline cancelled my flight for no reason.  Transaction was made through their website and I can not process my refund trough their office representative in Manila (i preferred to go to their office because the‚", Nov 2017,17-Sep,"Metro Manila, Philippines",Manila - Los Angeles,Economy,15,1
421,Amazing!,"Excellent airline, very smooth flight, excellent plane, service, and everything! Except for the rudeness of some female hostess, everything was very pleasant.", Nov 2017,17-Jan,"Moscow, Russia",Moscow - Phnom Penh,Economy,4,5
422,Perth Check In staff ,Very incompetent staff. Lied that she got me Exit seat all the way to my destination. Went in the flight and found out I was seated back of tge Exit seats.  Seats were small compare to most airlines. My leg was cramped from Guandzor to Vancouver.  Guandzor Airport is way behind.‚, Nov 2017,NA,,Perth - Vancouver,Economy,1,4
423,New planes,"Pleasantly surprised as this was a new plane and was very clean and comfortable with plenty of entertainment options. Meal was good, but would of liked to be offered more drinks during the flight. Toilets kept clean by cabin crew. Arrived and departed on time.", Nov 2017,17-Oct,Gold Coast,Brisbane - Guangzhou,Economy,136,4
424,'Suddenly Stopped Overnight Accomodation',"Recently Travelled with elderly mother and child 11 from Manila to London Heathrow via Guangzhou, as we had over 12 hours waiting, approached CS Desk for accomodation which upto this day had No Problems, on this occasion were simply told they have STOPPED this facility and‚", Nov 2017,17-Nov,,Manila - London,Economy,4,3
425,Class above,My tenth flight to China this year. I am asked ‚Äúwhat airline do you fly‚Äù China Southern of cause as its direct into mainland China. And why China Southern ? Because it‚Äôs the best.  From the moment you arrive at the airport the China Southern staff are fabulous. Nothing is an‚, Nov 2017,17-Nov,"Ningbo, China",Sydney - Guangzhou,Business Class,94,5
426,"Quirky Airline. Decent business class, but...","The price for a round trip fare to Australia via Guangzhou from Canada was far cheaper than the other options, but the service is lower as well.   Overall, it is good value for money - the business class seats are comfortable, the entertainment system at par, the staff friendly‚", Nov 2017,17-Nov,"Hudson, Canada",Guangzhou - Vancouver,Business Class,36,3
427,Long Haul in Premium Economy,"Nice seats, good service. Two full meals served and a snack before landing on this 15+ hr flight. Lots of entertainment options. Don't know if this is normal, but the seat-belt sign stayed on the entire time.", Nov 2017,NA,"Clarks Summit, PA",New York City - Guangzhou,Economy,350,4
428,"Good value in business class, but do your homework","After reading other reviews I was a little apprehensive about flying with China Southern (CZ), but like others mentioned, the price compels you do give them a shot. My business class fare from JFK to KUL was more than $1500 less than Emirates or Cathay Pacific. I'll be honest,‚", Nov 2017,17-Nov,"Port Orange, Florida",New York City - Kuala Lumpur,Business Class,4,4
429,Worst business class lounge in Gaungzhou,The business cabins were just about ok but the food was very clumsy and lacking in choice. Main course was either fish or chicken. Only nine passengers in business class but the fish had run out. When I complained the staff said that they had all order the fish! After a few‚, Nov 2017,17-Nov,"London, United Kingdom",London - Auckland,Business Class,22,2
430,"Overall, a very comfortable flight with courteous staff","We were quite worried when we booked China southern airlines for our trip to US as immediately after booking, we started getting really terrible reviews about the airline and we almost cancelled it.  But, to our surprise, it was a very smooth experience. Maybe it was delayed by‚", Nov 2017,17-Oct,"Noida, India",New Delhi - Los Angeles,Economy,4,4
431,Not bad for your trip via South Asia.,"It wasn't that bad when i was using this airline. The price is really cheap to have a trip to somewhere. The seat was more comfortable than i thought. But otherwise, i want the internet booking system to be better because, when i booked the tickets through the internet, there‚", Nov 2017,16-Dec,"Brisbane Region, Australia",Seoul - Brisbane,Economy,1,4
432,Great long distance budget flight ,"My flight was a multi destination trip with LAX, Bangkok and Osaka. The price was great. The airline accommodated my meal preference for a vegetarian meal and confirmed at check in and on the flight. The in flight entertainment had many movie and music options. ", Nov 2017,NA,Anaheim,Los Angeles - Bangkok,Economy,13,4
433,Great value for your money,"So, I wasn't quite sure I wanted to use a Chinese airline, being so used to the Middle Eastern airlines. However, due to a shoe string ticket budget, I had to source for the cheapest that would take me to my destination. At the same time, I was transiting to more Chinese cities,‚", Nov 2017,17-Oct,"Nairobi, Kenya",Nairobi - Qingdao,Economy,190,4
434,Sky Mile Credits,Please sign up for a sky mile account when you receive your booking. You can not retrieve your sky miles later., Nov 2017,17-Oct,,Los Angeles - Kathmandu,Economy,2,3
435,passenger is not important,Business class is in lower level than other airlines  Most of the flight I have flown with them were late by 2-7 hours. No alternatives were given to arrive my destination on time  Airport staff both in Beijing and Shanghai were rude and not helpful despite my being a top‚, Nov 2017,17-Sep,"Tel Aviv, Israel",Paris - Shanghai,Business Class,200,2
436,Great Leg Room,The aircraft was fitted with all the latest electronic instruments and had loads of English movies.  Food was great and the crew was very helpful. My first experience with the Airline was very pleasant., Nov 2017,17-May,PERTH AUSTRALIA,Perth - Guangzhou,Economy,350,5
437,Outstanding value for travel to South East Asia,"I selected China Southern Business Class for a trip to Vietnam and Cambodia beacuse it was about 40% of the price of any western airline.  While everything about this experience including the Website, Mobile App and flight crew was a little quirky, the overall experience was‚", Nov 2017,17-Apr,"Ponte Vedra Beach, Florida",New York City - Hanoi,Business Class,67,4
438,no-stress flight,"I had been dreading this flight but believe it or not I really enjoyed it. I thought the cabin crew were marvelous, so polite, smiling, and if you ask for something, they deal with it straight away. I enjoyed the food, the wine, and the choice of entertainment. The toilets were‚", Nov 2017,17-Sep,"Rambouillet, France",Paris - Denpasar,Economy,10,5
439,Best service,This was a very surprising trip. First the seats are comfortable. The staff are super efficient and attentive.  They work so hard and hardly every stop working.  The food was good. Drinks are plentiful and much appreciated.  Could not recommend more highly., Nov 2017,17-Nov,"Geelong, Australia",Melbourne - Beijing,Economy,222,5
440,Flying economy,"An enjoyable flight . Meals were more than ample .Cabin  crew very accomodating. If you fly economy you cant expect to have the best seats,.Behind the wings you tend to get bit engine vibration but didnt stop me sleeping. Always take a neck pillow and use the sleep mask they‚", Nov 2017,17-Nov,"Taupo District, New Zealand",Auckland - Guangzhou,Economy,24,5
441,Transit time is very convenient to visit from Bangladesh to South Korea,"Their baggage policy was not good as only one luggage is allowed with 23 kgs. But considering the transit time and fare, it is a good choice for travel to Korea from Bangladesh. If you plan to visit China during this time, it's preferable to visit China first. In that case, you‚", Nov 2017,17-Oct,"Dhaka City, Bangladesh",Dhaka City - Seoul,Economy,21,4
442,Great airline,Best business class airline we have used. The cost is right & the service is excellent. They meet you with a place card that has your name & take you to your next gate & thru security in no time. The lounges are always clean with lots of food & drink. The on board meals are 5‚, Nov 2017,17-Mar,"Edmonds, Washington",Seattle - Hanoi,Business Class,140,5
443,CZ 3102,"It was an A330-300 aircraft, and the business class seats can be reclined to make a bed sort of. Service again was not fantastic. Food served too was bland. This particular fight was delayed for an hour. The pilot, did not make any announcements to explain why the delay. Only a‚", Nov 2017,17-Oct,"Singapore, Singapore",Beijing - Guangzhou,Business Class,325,3
444,CZ 3999,"Overall the flight was on time, being an A380, it was comfortable, we were on the upper deck and service was good. Can't say much about the food served. Did not look appetizing, gave up after one bite. Crew, spoke pigeon English, but, we got by after a few repeats.", Nov 2017,17-Nov,"Singapore, Singapore",Guangzhou - Beijing,Business Class,325,4
445,Amazing experience with  China Southern Airlines,It was an amazing trip for a first -timer. The best experience flying with CSA. I highly recommend this airline. Please visit  www.china-southern-airlines.com.Two thumbs up!, Nov 2017,17-Sep,Philippines,Hangzhou - Shanghai,First Class,1,5
446,A decent business class fight from Beijing to Shenzhen,After moving swiftly through a crowded airport I had a comfortable business clas flight to Shenzhen which is close to Hong Kong, Nov 2017,17-Oct,"London, United Kingdom",Beijing - Shenzhen,Business Class,31,4
447,Bad website,lso flight CZ3513. CSAIRs website absolutely sucks. Tried many time to get on their flyer program and could not. Had to order ticket on expedia. Selected because these flights were most convenient. Looks like one has to be a CSAIR member or cannot book online. Website slow and‚, Nov 2017,17-Nov,"Ho Chi Minh City, Vietnam",Ho Chi Minh City - Nanjing,Economy,273,3
448,Smooth all round experience.,"This was a good airline, it was our 1st time flying with them and on our tour of china we took 4 flights with them, 2 international and 2 domestic. The food and service was acceptable. The legroom was good, the seats a little firm but thats economy. No problems checking in and‚", Nov 2017,17-Oct,"Bonegilla, Australia",Melbourne - Xi&#39;an,Economy,125,4
449,"Good plane, lousy food and lost luggage",I did make it home safely and travelled in decent planes --that much can be said for the airline. The food was really bad; international dishes with an strange taste. Could have been ok if it wasn't for my suitcase getting lost. The information from the luggage team in Manila‚, Nov 2017,17-Nov,,Kathmandu - Manila,Economy,17,1
450,Lost Baggage,"I did make it home safely--that much can be said for the airline.  The food during the flight was passable.  BUT once home, the airline had lost my luggage, and although I have struggle for over a week to get them to locate it, they/I have had no success.  Their baggage control‚", Nov 2017,17-Oct,,New Delhi - Los Angeles,Economy,1,2
451,"Improving, but still the service does not match #8 airline in the world","Despite being #8 Airline in the world China Southern still operate without a real global capability. Sure, the flights are on a par in terms of equipment and timeliness (and I guess safety), but basic customer service issues remain.  I have flown with them 12 or so times in the‚", Oct 2017,17-Oct,"Guangzhou, China",Melbourne - Guangzhou,Economy,33,3
452,"Poor check-in experience, good flight",Poor check-in experience:  Could not get online check-in to work.  On enquiring at China Southern in Kunming my details were checked on the computer and I was directed to a check-in desk where my details were again checked in the computer and I was directed to a third check-in‚, Oct 2017,17-Oct,"Portmahomack, United Kingdom",Kunming - Beijing,Economy,186,4
453,Great flight Beijing to Kunming,Excellent flight from Beijing to Kunming.  Comfortable Airbus A330 -- a vast improvement on the KLM Boeing 777 from Amsterdam -- and one of the best airline meals I've ever had. Only negative points were the kamikaze bus ride from Terminal 2 at Beijing to the very remote stance‚, Oct 2017,17-Oct,"Portmahomack, United Kingdom",Beijing - Kunming,Economy,186,4
454,Great Flights,"Great flights with stopover at Ghanzou  - excellent food and service throughout the flights. Will certainly travel with China Southern again,", Oct 2017,16-Nov,"Tewantin, Australia",Brisbane - New Delhi,Economy,517,4
455,Can not complain,"We booked return tickets to Europe from NZ for $999 each. We where initially really worried that it would not be great, however it was absolutely fine.   The only down side I could say is the staff are quite rude and seem to push past people.  But apart from that if you are‚", Oct 2017,17-Oct,Winchester,Auckland - Amsterdam,Economy,83,4
456,Great Value,"I recently flew with China Southern to Seoul, Korea stopping in Guangzhou.   Although China Southern shares the lounge with Air France, the lounge they use for this flight is the Plaza Premium Lounge. The Lounge is OK, but nothing special. The food is on the lower end of‚", Oct 2017,17-Sep,"Toronto, Canada",Toronto - Seoul,Business Class,146,4
457,Impressed ,We took off 15 minutes early after a delightful welcome to our generous onboard space. The food was excellent as were the movie options. The best value Business Class fare on this route too. , Oct 2017,17-Oct,"Christchurch, New Zealand",Christchurch - Guangzhou,Business Class,"2,350",5
458,Excellent service. ,"This airline continues to impress; delightful staff with good English, on time, nice food, generous space onboard and most importantly, the best value on this route. ", Oct 2017,17-Oct,"Christchurch, New Zealand",New Delhi - Guangzhou,Business Class,"2,350",5
459,Internal flight,Economy class provides a fairly standard level of comfort over a couple of hours. Not a great deal of leg room. On board food is Chinese which you'd expect as the number of Chinese people travelling greatly out numbered other nationalities. Toilets reasonable. Check in efficient., Oct 2017,17-Oct,"Heysham, United Kingdom",Guilin - Shanghai,Economy,402,3
460,Amazing!,"My hopes were pretty low for this airline considering it was a cheap ticket , but I was very impressed! The actual flight was decent food was fine service was good enough new movies to watch.  Then we had 12 hour layover in Guangzhou where we got a free hotel room and a free‚", Oct 2017,17-Oct,,Los Angeles - Denpasar,Economy,2,5
461,Great Trip,"Modern airplanes, great comfort and on-board service.Punctuality on departure and arrival despite the congested areas.", Oct 2017,17-Oct,"Verona, Italy",Bangkok - Guangzhou,Economy,481,4
462,Jumbo plane,"Well, you get what you pay for as they say. I found a great deal and read reviews on China Southern so i took a chance. A good one at that; what do you expect? this is a 2 floor jumbo plane traveling for 15 hours - the plane itself seems to be in great shape, the seats are very‚", Oct 2017,17-Oct,"La Paz, Bolivia",Los Angeles - Bangkok,Economy,156,4
463,Absolutely the WORST Airlines,"I booked my flight through Expedia and I attempted to cancel my flight which was in the 24 hour refundable time frame. I have been on the phone for 3 hours and 41 minutes so far, and there is still no resolution. Expedia said that China Southern Airlines will not allow the‚", Oct 2017,17-Oct,"Houston, Texas",Guangzhou - Pune,Economy,18,1
464,"Great flight, average so so pre-flight experiecne","Cannot say anything bad about the service level on board, nice comfortable business class chair on board this A320 on a domestic flight. Also great personal service, attendants are very service oriented. However, checking in at Guangzhou at the special business/first area is not‚", Oct 2017,17-Oct,"Amersfoort, The Netherlands",Guangzhou - Beijing,Business Class,"3,174",3
465,Very good on board service ,"For such a short fligh (4:20 jours) I flew on a A320, so the business class is not as wide as for a long haul flight. But the service was really at the top. Always taking care of you,your comfort and your satisfaction. Meal was good (not fantastic but you have to compare apples‚", Oct 2017,17-Oct,"Kuala Lumpur, Malaysia",Changsha - Kuala Lumpur,Business Class,100,4
466,787 Economy class seats very uncomfortable,"Flight CZ304 from London Heathrow to Guangzhou China on a 787-800 (first leg to Brisbane). The seats in economy class are narrow, very hard and very uncomfortable. The back of the seat is quite concaved too so it feels as though you're hunched over and I couldn't seem to put my‚", Oct 2017,17-Jul,"Poole, United Kingdom",London - Guangzhou,Economy,2,2
467,Fantastic service ,Both flights from England to China then China to Australia were very good. The service was excellent and the staff were friendly and made the flight as comfortable as possible. The food was tasty and there was many films and programmes to choose from on everyone‚Äôs individual‚, Oct 2017,17-Oct,,London - Sydney,Economy,2,5
468,Can‚Äôt believe this ...,"I am stating outright here I would NEVER fly this airline again. Anybody wanting to fly this airline because of cheaper tickets , think again.   Email response takes 48 hours if you are lucky. If you get a response , it is usually standard reply with hardly any coherent answers.‚", Oct 2017,17-Sep,"Auckland, New Zealand",Auckland - Oslo,Business Class,279,1
469,another good flight spoiled,"Firstly we fly Premium Economy not a choice above.   2 flights, 13 hrs in all from Shenyang to Guangzhou to Brisbane, Very Good flights, left on time, check in smooth, Flight Attendants worked very hard specially on International route, kept the aircraft very clean, toilets‚", Oct 2017,17-Oct,"Dandong, China",Shenyang - Brisbane,Economy,46,4
470,"15 hours of rude, intentional, neglect. ","Just wrapped up the absolute worst airline customer experience of my life. As if a 15hr flight isn't brutal enough, China Southern ""lost"" my wife's allergy specific meal (we ordered 3 weeks ago) and didn't even give an apology. In flight we both were refused basic services like‚", Oct 2017,NA,,Guangzhou - New York City,Economy,6,1
471,Very Rude & Arrogant Male Ground staff at entrance of Check-in counters F and G at Guangzhou airport,"I am addressing this complaint to that rude and arrogant male ground staff posted at the entrance of all the check-in counters F and G of china southern airline, this happened at 12:30pm Oct 18, 2017 guangzhou airport. He asked for our e-ticket and was saying something about the‚", Oct 2017,17-Oct,Asia,Guangzhou - Manila,Economy,8,1
472,Equal to Qantas or United Airlines.,"Left Melbourne on time following an efficient booking in process.  Two excellent meals during 9 hours flight. Cabin crew very smart,YOUNG and obliging. Toilets clean thru-out the entire journey. In flight entertainment quite limited. Arrived on time. Pleasant flight equal to two‚", Oct 2017,17-Oct,"Greater Melbourne, Australia",Melbourne - Beijing,Economy,15,5
473,Another great flight,The perfect flight out of Azerbaijan. Baku flight departed on time at around 11pm which is perfect. Landed in Urumqi for connecting flight. They mentioned that they will seat all passengers for connecting flights at the front but i was at the back- thank goodness free seats in‚, Oct 2017,17-Oct,"Shanghai, China",Baku - Shanghai,Economy,"1,636",4
474,Good flights and customer service,We found the seats had plenty of leg rooom .my husband is 6ft and found no problem. The flights were on time and the customer service at check in was excellent. The transfer at Guangzhou was easy for the connecting flight. Overall we could not fault the service., Oct 2017,17-Apr,"Adelaide, Australia",Melbourne - Tokyo,Economy,6,4
475,"Nice flight, great service......very old and cramped lounge @ Taipe Airport","It was over 10 years ago I flew China Southern Airlines. In general, nothing much has changed, still a relative spacious chair in Business Class on the A330, although still not 180 degrees flatbed, which is not a major issue for a 2 hour flight. If your flight is longer, for‚", Oct 2017,17-Oct,"Amersfoort, The Netherlands",Taipei - Guangzhou,Business Class,"3,174",4
476,Average,This was my 1st time flying with China Southern. Flew from Shanghai to Guangzhou then on to London Heathrow. The luggage was booked through to London & check in was painless. The 1st flight to Guangzhou was on a 777-300 & had lots of legroom in economy which was a surprise. The‚, Oct 2017,17-Oct,"Haworth, United Kingdom",Shanghai - London,Economy,213,3
477,"Bit of an ordeal to book a flight, but great value for money","When looking on Skyscanner for flights from Heathrow to Sydney, CSA was the lowest price.  I booked online, which took numerous attempts due to their very poor and outdated website.  Worse still, when my girlfriend came to book on the same flight shortly after, she had several‚", Oct 2017,17-Sep,"Staffordshire, United Kingdom",London - Sydney,Economy,29,3
478,Customer service is good but...,If you are looking for a cheap way to get to China or Asia then this is the airline for you..we flew on one of their 787 ‚ÄòDreamliner‚Äô and let‚Äôs just say ‚Äúit‚Äôs not suitable for Westerners‚Äù the legroom is minimal and after half hour in the air your backside starts to go numb due‚, Oct 2017,17-Sep,"Peterborough, United Kingdom",London - Guangzhou,Economy,8,2
479,Service as booked,Basic service doing what was described. Boeing aircraft with a few first class seats. Economy seats are fine for this length of flight. On time, Oct 2017,17-Oct,"Northallerton, United Kingdom",Xi&#39;an - Beijing,Economy,571,3
480,I had 3 experiences with this airline and why it delays every time?????,"delayed without any notice for 5 hours and heard that 5 hour is nothing cuz there are many people who waited over 10 hours. gate changed without any notice. AND! I was using my laptop and the crew said I can't use any electric devices, but she left a westerner using laptop right‚", Oct 2017,16-Nov,,Guangzhou - Seoul,Economy,23,2
481,The Painful and Scamming Flight,"Horrible seats even for economy. I'm a 6'2 tall guy, the seats were horribly small even for my wife who's only 5'7. We agonize in pain for the length of the flight (21hours). Many people were in our position. It seems that they are only concerned with packing the airplane to‚", Oct 2017,16-Nov,"Lathrop, California",San Francisco - Guangzhou,Economy,48,2
482,Tough to book.  Great value,"The on-line booking experience was just about the worst ever. Constant need to start again, information not available after booking, confusing instructions, generally if you aren‚Äôt determined you will give up   So probably never book on-line again with them, but after that - all‚", Oct 2017,17-Oct,"Perth, Australia",Perth - London,Economy,30,4
483,Fantastic service.,First time with this airline and more than happy with comfort and  service on board. We flew on the Dreamliner which has less cabin noise and improvement on the air. The seating is easily adjusted to lie flat which on a long haul flight makes all the difference. We had a great‚, Oct 2017,17-Sep,"Christchurch, New Zealand",Christchurch - Bangkok,Business Class,111,5
484,Don't count on advanced seat selection.,"I planned a China trip for September but did a flight search and selection in January with China Southern being the cheapest.  I ended up with 6 flights, all with China Southern.  I was extremely disappointed with their advanced seat selection which amount to none.  Trying to‚", Oct 2017,17-Sep,"Peterborough, Canada",Toronto - Guilin,Economy,56,3
485,It gets you there.,It comes down to the basic use of an airline. You need to get from one place to another quickly and safely which this did without question. But the term 'cattle' class for economy rings true but then Many low cost airlines treat you like that but you really feel it here as the‚, Oct 2017,17-Oct,"Stoke-on-Trent, United Kingdom",Xi&#39;an - Chengdu,Economy,"1,230",3
486,No Travel because Clerical Error,"There was a clerical error in data entry for my ticket (my first and last names were reversed).  After two hours negotiating at the ticketing counter, and with customer support in China, they still refused service.  The manager claimed under Trump-era regulations they could not‚", Oct 2017,17-Oct,"San Francisco, California",San Francisco - Bangkok,Economy,2,1
487,Worst airline food in the world from a country famed for great cuisine,"China Southern Airline's food is an insult to the country of one of the world's most renowned cuisines - China. The food - whether ""Western"" or ""Asian"" - is disgusting glop. Out of Phnom Penh, home of famed French bakeries, the roll was fine & served with good butter. The little‚", Oct 2017,17-Sep,"Westport, Connecticut",Phnom Penh - New York City,Economy,163,2
488,Short cramped flight to Zhangjiejie,Cramped and busy night flight to Zhangjiejie from Shenzhen on an Airbus A320 that was fully booked. Seeing it‚Äôs the only direct flight to the airport from Shenzhen it‚Äôs a good choice and it‚Äôs a short flight. Service is limited., Oct 2017,16-Nov,"Hong Kong, China",Shenzhen - Zhangjiajie,Economy,139,3
489,China southern airline,"I searched for the best price to fly to Australia and China Southern came up ¬£200 cheaper then all the other airlines. I had never heard of them and I was hesitant booking with them. However, I‚Äôm so glad I did. The flight was good and the staff are very courteous.  I have no‚", Oct 2017,17-Sep,"Swindon, United Kingdom",London - Adelaide,Economy,33,5
490,"More than decent services, facilities and amenities on board for economy class.","Maybe I was just lucky that time as the passengers were not many but to be honest this is the first time I flew so relaxed. The 787 Dreamliner was comfortable, the landing was smooth and the amenities like sandals, toothpaste, toothbrush, etc were packed in a nice pouch. The‚", Oct 2017,17-May,,London - Jakarta,Economy,2,5
491,Huge improvement since last flight,"Firstly we fly Premium Economy, not a choice above....Excellent flight, left on time..food was outstanding for an airline, we had seafood prawns n scallops in a nice sauce, later they gave out sandwiches then later another meal we had the pork n rice etc, service was very good,‚", Oct 2017,17-Oct,"Dandong, China",Brisbane - Shenyang,Economy,46,5
492,Checked bags.,"Just completed a recent trip to Shanghai, so some of these concerns may not be airline specific versus airport drawbacks and China travel in general. I connected in Wuhan (no direct flights to Shanghai I guess) and at SFO I was told to retrieve the bag from the carousel and have‚", Oct 2017,17-Sep,"Oklahoma City, Oklahoma",San Francisco - Shanghai,Economy,146,4
493,Supreme service for handicapped passenger,"Because of a foot injury prior to my China trip, I was advised to wear an orthopedic boot and limit my walking so I requested wheelchair service from China Southern. The service was prompt, courteous and I was given priority boarding. The flight attendants were very kind and‚", Sep 2017,17-May,"Salt Lake City, Utah",Los Angeles - Guangzhou,Economy,42,5
494,Easiest trip ever to Kathmandu,I've taken numerous airlines and numerous routes to Kathmandu in the last 12 years but this month's trip via China Southern was the easiest (and cheapest) ever. Leaving late evening from LAX the 14 hour flight to Guangzhou was a breeze. A refreshing layover of just 2 1/2 hours‚, Sep 2017,17-Sep,"Los Angeles, CA",Los Angeles - Kathmandu,Economy,2,5
495,"Very average, very simple","Skyteam member China Southern has a service to Guangzhou, their homebase. They have an up to date fleet. However, for a long flight(around 11 hrs) you may expect some more service. Food is basic and the choice of drinks is very limited in Economy class. The seats and space are‚", Sep 2017,17-Jun,"Meppel, The Netherlands",Amsterdam - Manila,Economy,94,3
496,No one home,"My daughter was to fly home from new Delhi to Seattle. She had been staying in rural India, and was unable to print a boarding pass before arriving at the airport.  when she arrived there was no person from CSA at the ticket counter to check her in and give her a boarding pass,‚", Sep 2017,17-Sep,"Mukilteo, Washington",New Delhi - Seattle,Economy,179,2
497,Exceeded all expectations,"Booked flights BNE to HANOI, SAIGON to BNE for our holiday in Vietnam before reading reviews as it was a lot cheaper than other airlines. Once I read the reviews I was quite concerned as there were plenty of negative comments. Our family of five arrived at Brisbane airport‚", Sep 2017,17-Jun,"Sunshine Coast, Australia",Brisbane - Hanoi,Economy,35,5
498,Far East Adventure,"Linda & I recently returned from a Southeast Asia trip to Viet Nam & Cambodia. I cannot recommend highly enough that these places should be on everyone's Bucket List. And to get there I recommend you check-out China Southern Airlines. Not only was the service top-notch, the food‚", Sep 2017,17-Sep,"St. Marys, Georgia",New York City - Ho Chi Minh City,Business Class,56,5
